Cluster,RA_ICRS,DE_ICRS,dist,e_dist,age,e_age,FeH,e_FeH,Av,e_Av,Nc,alpha_high_int,alpha_high_er_int,alpha_low_int,alpha_low_er_int,Mc_int,Mc_er_int,offset_int,offset_er_int,mass_total,e_mass_total,bin_frac,average_ratio,str_average_ratio,segr_ratio,segr_ratio_std,mass_seg,mass_seg_pval,bin_frac_05,n_members,rh,e_rh,t_relax,e_t_relax,tau,e_tau,bin_frac_corr,bin_frac_05_corr,n_systems,e_bin_frac,e_bin_frac_05
Berkeley_62,15.322,63.9134,2.629,0.078,7.274,0.038,-0.127,0.042,2.502,0.025,473,-1.83384,0.2227,1.99714,0.24356,0.05184,0.02549,2.05227,0.07184,1895,379,0.638477801268499,0.73517,0.23359,1.03952,6.6623,0.11752,0.90293,0.5200845665961945,775.0,6.761125214318697,0.6360716110833635,111.80952125566373,19.33817091969585,0.1680820019348818,0.0325792408063511,0.4636122519628122,0.287007978468268,473,0.05414982696169541,0.08423975034153601
Berkeley_69,81.0867,32.6046,2.857,0.375,8.987,0.087,-0.212,0.11,2.102,0.116,160,-2.53264,0.84569,1.48647,0.17592,0.12441,0.02662,1.97467,0.17876,508,101,0.71875,0.6708,0.28286,0.65775,1.24373,0.10211,0.97505,0.43125,275.0,1.7928307723990815,0.1426083509681823,12.769480725303918,1.983114358304636,76.00230488012984,19.264522576144586,0.511289747062343,0.27561069948402683,160,0.0690166516365797,0.06879759225812845
Berkeley_7,28.5574,62.3663,2.433,0.057,7.576,0.04,-0.058,0.039,2.204,0.033,180,-1.99416,0.35926,1.83918,0.24182,0.05278,0.02972,1.83998,0.10441,472,94,0.6944444444444444,0.67182,0.26234,1.46035,2.20562,0.30827,0.01713,0.4888888888888889,305.0,2.3208532328435694,0.3636472054831077,21.17391425127782,5.404729064673566,1.779093815689628,0.482779678427095,0.5178147381389064,0.27949689214084034,180,0.0604084051680889,0.07893299215092768
Berkeley_77,110.3601,-3.2359,3.753,0.113,8.884,0.039,-0.175,0.05,0.565,0.05,124,-2.40132,0.69992,2.52337,0.33097,0.01652,0.02732,1.62113,0.11884,306,61,0.4516129032258064,0.69181,0.25332,1.42212,2.55914,0.31373,0.01161,0.3225806451612903,180.0,2.028562689131841,0.235984916674608,14.246060723678523,2.862849493342658,53.74093384557536,11.828868107195357,0.5332678465209,0.36232270300167346,124,0.050483299890716954,0.05338478421748596
Berkeley_8,30.3064,75.4811,3.013,0.101,9.527,0.074,-0.175,0.083,2.209,0.1,427,-0.70717,1.43964,1.91695,0.20662,0.01339,0.04307,1.88357,0.10804,1073,214,0.8313817330210773,0.76512,0.25955,0.95756,3.0243,0.08075,0.61944,0.5925058548009368,782.0,2.801168859568043,0.1518478368606282,39.919845763071926,5.13648862608154,84.29681100791778,17.99873646523972,0.4590330774372114,0.27132337733992673,427,0.10870421093818027,0.10606997591782934
Berkeley_81,285.4188,-0.4524,3.096,0.188,8.898,0.058,0.139,0.035,3.15,0.067,341,-2.39233,0.90008,1.4587,0.16056,0.19389,0.02816,2.28795,0.24433,1972,394,0.7917888563049853,0.73394,0.29869,,,,,0.5190615835777126,611.0,2.788523231094955,0.2782159021530182,23.877367010618126,4.296409621792846,33.11414644873592,7.420282917724163,0.4637516269279913,0.28672437316194654,341,0.09554289930948676,0.08427139017503847
Berkeley_86,305.0847,38.7073,1.637,0.065,6.869,0.082,-0.051,0.063,2.689,0.033,131,-1.14791,0.15685,2.40944,0.49967,-0.00455,0.04096,1.60353,0.06157,585,117,0.7022900763358778,0.77119,0.20521,1.08802,1.56397,0.10696,0.88057,0.5343511450381679,223.0,2.124839109746224,0.3209656637335719,13.03137226472941,3.2274428752476303,0.5675574759383141,0.1767547317430163,0.507571542995414,0.27359788013362674,131,0.06753426657631668,0.09300358292535275
Berkeley_87,305.3654,37.452,1.665,0.051,6.915,0.05,0.051,0.07,3.971,0.068,259,-1.045,0.18377,1.65649,0.25971,0.15881,0.04677,2.06517,0.10792,1779,355,0.6988416988416989,0.60774,0.25049,,,,,0.4826254826254826,440.0,3.307207213435765,0.368260231331456,24.867453210287813,4.838163689798774,0.3306501244795363,0.0747500317968062,0.4718839369599792,0.2984039092368859,259,0.06997791793287969,0.0748551646195769
Berkeley_94,335.7097,55.8499,3.742,0.284,7.11,0.103,-0.117,0.077,1.982,0.049,95,-1.10759,0.36577,1.45727,0.36526,0.12612,0.10645,1.65209,0.20729,572,114,0.6,0.69841,0.26685,,,,,0.4631578947368421,152.0,2.122840640516064,0.2932780212187297,9.807092991613548,2.2550901126770504,1.3135896160001446,0.4339270901474186,0.5308891657614244,0.3095948855258063,95,0.05331147278207483,0.06740966245637531
Berkeley_96,337.4765,55.3975,3.327,0.376,7.183,0.25,-0.087,0.066,1.878,0.065,89,-1.58953,0.26174,1.78953,0.25695,0.15685,0.034,1.73412,0.11794,424,84,0.6404494382022472,0.6533,0.24225,,,,,0.4382022471910112,146.0,1.0757021830744982,0.2466484945642765,3.985710901010617,1.4265516109193572,3.823791518373427,2.591935123239999,0.5538223922066648,0.3849429435953953,89,0.05564677726999822,0.054060983314239815
Berkeley_97,339.8527,59.0013,2.601,0.124,7.176,0.168,-0.095,0.026,2.614,0.042,111,-1.70858,0.24101,1.74593,0.21252,0.08837,0.0295,1.66986,0.08705,514,102,0.6486486486486487,0.63724,0.25029,,,,,0.4234234234234234,183.0,1.5677424517228045,0.4199226761986773,7.563218473641845,3.1300241762108243,1.9828659461958464,1.1232740197309667,0.5310274026646676,0.31088431349770906,111,0.05707433551211619,0.06111698964033926
Bica_2,308.3173,41.3065,1.588,0.039,6.673,0.045,0.059,0.094,4.486,0.19,220,-0.87171,0.16411,1.76884,0.30475,0.2,0.04978,2.05981,0.11845,2150,430,0.8545454545454545,0.66694,0.22994,,,,,0.6136363636363636,408.0,1.558785969834501,0.1548590577576931,6.887857925612658,1.2361092615823046,0.6837790957412361,0.1416974078115483,0.4646991755524183,0.2873506550526021,220,0.11302530375154593,0.10809236399978099
Biurakan_2,302.3034,35.5033,1.727,0.047,6.907,0.029,0.027,0.061,1.42,0.033,166,-1.5788,0.22044,1.73501,0.29202,-0.00704,0.03576,1.74837,0.08328,627,125,0.7409638554216867,0.66825,0.23242,1.23663,3.46039,0.15697,0.24838,0.5481927710843374,289.0,3.496804639338164,0.4777876843135448,32.55897934488757,7.420458300178181,0.2479300784272252,0.0588806756613309,0.5217135999130453,0.29805930739299974,166,0.07186318819568804,0.08797179115504222
Blanco_1,31.7171,-30.0469,0.234,0.0,8.0,0.0,-0.024,0.0,0.01,0.0,569,-2.08456,0.80859,0.01,0.35726,-0.2,0.12344,1.43325,0.13094,338,67,0.2302284710017574,0.66127,0.23038,1.00784,16.46284,0.13353,0.35616,0.1634446397188049,700.0,3.475441647497074,0.3622600743971501,89.71864012153365,16.608621090617568,1.1145955830866263,0.206332771915461,0.354521137698796,0.24325304904682277,569,0.039607346502272184,0.05746628062696441
Bochum_3,105.8574,-5.0235,2.165,0.038,8.402,0.266,-0.099,0.033,0.735,0.078,99,-1.7499,0.50273,1.58597,0.26301,-0.00076,0.04153,1.53268,0.11564,300,60,0.5656565656565656,0.57139,0.2437,1.24821,1.9141,0.34237,0.00541,0.3434343434343434,155.0,1.5077141937031968,0.2811217634782017,8.226340674354107,2.4434144167688623,30.67561717140656,20.88114996926121,0.5325602599544014,0.360279840688658,99,0.05049213604908126,0.052612010990986606
Bochum_4,112.8831,-17.2122,1.263,0.021,8.244,0.224,-0.08,0.049,0.751,0.064,59,-2.14587,0.55939,1.73572,0.32322,-0.03904,0.04679,1.25809,0.0927,93,18,0.4915254237288136,0.45693,0.16492,1.37208,2.35874,0.3053,0.10004,0.1525423728813559,88.0,2.9278506370724857,0.3516510007613637,26.30829335239996,5.380174393993999,6.666644918195591,3.6989384498273967,0.6193125238807146,0.4191171689094078,59,0.07311803648856971,0.08979770187878121
COIN-Gaia_1,11.9748,66.7863,0.631,0.004,8.296,0.131,0.004,0.097,1.671,0.122,125,-1.60944,0.29456,1.79451,0.28428,-0.12276,0.03333,1.45445,0.05202,266,53,0.568,0.66095,0.24108,1.12402,4.26959,0.18,0.26375,0.416,196.0,3.1081257092458303,0.32072314653663,30.938601693854512,5.694947031782921,6.389977348279943,2.258010174178364,0.5095946576346493,0.33771485067746737,125,0.046955564356101605,0.05653151266785363
COIN-Gaia_10,68.3291,40.6105,0.994,0.017,8.168,0.231,-0.082,0.073,1.514,0.172,69,-2.34689,0.28766,2.4028,0.32881,-0.08696,0.02026,1.22143,0.04601,200,40,0.6666666666666666,0.63284,0.17562,1.35231,5.16633,0.25045,0.2161,0.5507246376811594,115.0,2.8569005061607315,0.6089023648078017,21.01776447837968,7.040437857216078,7.005086121063153,4.403315029735633,0.44246841846449986,0.22730171985401784,69,0.08457468910275104,0.10784654321126985
COIN-Gaia_11,68.0583,39.5164,0.638,0.005,8.753,0.078,-0.001,0.053,1.876,0.053,131,-1.39526,0.44036,1.72419,0.26095,0.01986,0.03695,1.71912,0.09792,332,66,0.6870229007633588,0.67714,0.21103,1.40244,4.16753,0.22839,0.07321,0.5419847328244275,221.0,2.901922717564775,0.3852898836572826,27.41563090080357,6.102236956576104,20.65388504415765,5.907143762136139,0.5439413199249493,0.3575466221622025,131,0.05711503380452904,0.07429922585126435
COIN-Gaia_12,79.1834,41.7377,0.923,0.007,8.767,0.041,-0.081,0.039,0.516,0.069,132,-1.72536,0.58846,1.64735,0.31092,-0.11233,0.04922,1.36055,0.09508,229,45,0.4166666666666667,0.49465,0.25284,1.30761,6.92534,0.32776,0.00189,0.2045454545454545,187.0,4.871919201470832,0.581989407895907,63.11276484290964,12.897515012164616,9.265797269380409,2.085816024677649,0.472940002768652,0.28909341389614374,132,0.04545873991589904,0.05782696194182358
COIN-Gaia_13,83.1834,42.0756,0.5,0.001,8.215,0.134,-0.092,0.041,0.393,0.065,285,-1.66123,0.4537,1.27654,0.30255,-0.2,0.04985,1.57566,0.06599,378,75,0.6035087719298246,0.60854,0.2224,1.00969,8.94885,0.1033,0.66203,0.4175438596491228,457.0,8.673642172868067,0.5612195887342388,236.25147559021292,32.788585652897936,0.6944251963298648,0.234940226336323,0.33908652407316464,0.24885659395905035,285,0.08124158625209621,0.07245070019714638
COIN-Gaia_15,76.1054,35.8234,1.139,0.017,7.986,0.09,-0.012,0.04,1.628,0.055,212,-2.3462,0.51215,1.64557,0.24101,-0.07486,0.0339,1.5698,0.0857,402,80,0.5990566037735849,0.56905,0.26655,1.16935,4.17244,0.227,0.00788,0.3443396226415094,339.0,2.6202825779682213,0.2630734057860502,29.933587914665875,5.403041125007516,3.234753745597078,0.8889746482048804,0.46855576813379257,0.3118627005428465,212,0.05010096834601778,0.0532312706788762
COIN-Gaia_17,81.2386,37.5253,1.057,0.012,8.125,0.194,-0.142,0.04,1.438,0.06,135,-1.72033,0.36394,1.644,0.26219,-0.07225,0.03611,1.48739,0.06797,264,52,0.5777777777777777,0.56747,0.23176,1.50557,3.6368,0.31308,0.00201,0.3703703703703703,213.0,2.4053422525016828,0.3279581572135218,22.54637625564528,5.117934249760917,5.914571002643629,2.963603566178288,0.5164200530135364,0.35036110980451984,135,0.04582685690618898,0.05274168119318531
COIN-Gaia_18,78.4167,35.5141,0.987,0.011,8.275,0.101,-0.093,0.045,1.147,0.08,117,-1.75843,0.39664,2.18469,0.40996,-0.1557,0.03736,1.30373,0.07378,251,50,0.4615384615384615,0.60686,0.23614,1.22702,6.39801,0.32904,0.00398,0.3162393162393162,171.0,4.397901060969792,0.528022584368459,48.28009238550171,9.936107017478454,3.9015026616963415,1.21159623507023,0.48160263420790367,0.2916294935634093,117,0.046285694924028835,0.05278513145514044
COIN-Gaia_19,82.1534,34.3159,1.195,0.016,8.506,0.229,-0.037,0.05,0.956,0.073,121,-2.18168,0.50885,1.39699,0.21304,0.01037,0.03321,1.60428,0.09637,261,52,0.4958677685950413,0.4575,0.25423,1.32095,5.57777,0.16252,0.35627,0.2396694214876033,181.0,3.4452636356035464,0.4503253459020618,34.28705001008257,7.540355944535641,9.35125455109909,5.342513202817879,0.5066142171302865,0.332170881780907,121,0.045452993124730806,0.05892286746046647
COIN-Gaia_20,78.6865,31.6605,1.024,0.007,8.254,0.091,-0.128,0.051,1.081,0.081,99,-1.46291,0.34948,1.53854,0.35123,-0.0671,0.04965,1.44569,0.07473,220,44,0.494949494949495,0.62326,0.2802,1.42196,5.05105,0.31818,0.01106,0.3434343434343434,148.0,3.5533653996722814,1.0486144545075184,33.562757015198144,15.231174200314731,5.347396300070998,2.672896678407142,0.4871164568710392,0.26226175711056565,99,0.050249327087180905,0.057317635368423575
COIN-Gaia_21,84.7696,28.392,1.34,0.035,7.238,0.048,-0.029,0.053,1.502,0.038,67,-1.91279,0.37536,1.19995,0.2308,0.06496,0.047,1.58693,0.14224,199,39,0.6268656716417911,0.48856,0.25133,1.38854,3.11702,0.29574,0.13624,0.2985074626865671,109.0,1.6667126386466855,0.5117669143787057,9.025540457974197,4.250001181048153,1.9165792533640296,0.9270168223856748,0.4615207740314314,0.24190760908024517,67,0.07483926905808713,0.0539786893743721
COIN-Gaia_22,91.0417,31.6005,1.767,0.042,8.322,0.104,-0.067,0.065,1.284,0.052,139,-2.44703,0.66421,1.7033,0.28097,0.00299,0.0379,1.62562,0.13368,297,59,0.4532374100719424,0.57812,0.25362,1.51904,4.45722,0.24519,0.02816,0.3093525179856115,202.0,2.4077372796522862,0.3525613815283465,20.433013977285043,4.925531225495717,10.272297008933034,3.4903754785121963,0.5259417448577731,0.3521345690228736,139,0.047015114053985015,0.053557185119541835
COIN-Gaia_23,87.4963,27.0675,0.91,0.003,8.329,0.239,-0.068,0.031,0.737,0.057,110,-1.59706,0.57781,1.2278,0.39027,-0.06594,0.07055,1.50856,0.13527,245,49,0.5727272727272728,0.63098,0.25113,0.9917,5.53764,0.14021,0.57856,0.4181818181818181,173.0,4.122150116434666,0.7919105020296238,44.73999271405804,13.646794751040188,4.767646983716074,2.999792264180462,0.4880356362264192,0.28432679841630565,110,0.05271173581292615,0.06394508670522574
COIN-Gaia_24,90.6866,23.2227,0.953,0.012,8.252,0.154,-0.082,0.029,1.107,0.044,100,-2.01152,0.37897,1.42793,0.17045,-0.00206,0.02809,1.51799,0.07347,185,37,0.58,0.48932,0.24922,1.0088,3.81932,0.18788,0.29243,0.28,158.0,3.234389709205828,0.2723897216335932,33.396754624846245,5.380716672904972,5.349284967716465,2.0834613086530167,0.5001010375993695,0.2954509386391817,100,0.05344082334695078,0.052612010990986606
COIN-Gaia_25,91.6047,20.2248,0.787,0.005,8.791,0.049,-0.046,0.047,0.66,0.083,175,-1.62819,0.41977,2.02847,0.29714,-0.09434,0.03385,1.55197,0.06898,311,62,0.4514285714285714,0.63593,0.23492,1.28251,5.26058,0.22775,0.0223,0.3314285714285714,254.0,4.864050912852447,0.314688948831635,68.5198376971043,9.532286816938292,9.019525161025513,1.6155640943944425,0.5632077015786592,0.34647931997184106,175,0.049088135266138457,0.05268951855750646
COIN-Gaia_26,83.7951,15.7051,1.309,0.014,8.148,0.089,-0.025,0.041,1.746,0.026,134,-2.03868,0.40051,1.76793,0.29748,-0.00343,0.03354,1.58118,0.09587,352,70,0.4029850746268656,0.5534,0.24522,1.41305,4.07562,0.14927,0.41237,0.2462686567164179,188.0,2.1628527534795814,0.4041058241621191,15.119369943649776,4.496118761972245,9.29964363178018,3.358550211843127,0.5485298142243181,0.3787695521207969,134,0.0586385325438357,0.0639002064713633
COIN-Gaia_27,85.8209,13.7803,1.057,0.019,8.618,0.219,-0.154,0.072,1.758,0.128,125,-2.54156,0.60082,1.66967,0.25172,0.01452,0.03197,1.71153,0.11955,265,53,0.624,0.65473,0.21644,1.51957,6.40259,0.27829,0.01313,0.464,203.0,3.634312629144173,0.6813006956499417,40.268377076183405,12.017982685882345,10.30471235156349,6.0382013008802895,0.5067977566777994,0.3349623309442844,125,0.05393836838466658,0.06421987944955748
COIN-Gaia_28,96.3387,11.1451,1.49,0.03,7.953,0.126,-0.105,0.019,1.071,0.053,232,-2.15415,0.28661,2.15237,0.25374,-0.08185,0.02182,1.56356,0.05402,388,77,0.3836206896551724,0.62233,0.25717,1.18463,5.58259,0.24418,0.00193,0.25,321.0,3.766446568787579,0.4937536590001596,50.27937774709561,11.074354085457916,1.784884449077314,0.6501631433751828,0.4777538827266683,0.3121455035912061,232,0.041386475138666015,0.05547491604104185
COIN-Gaia_3,18.7223,60.4804,1.151,0.03,8.022,0.205,0.251,0.124,1.97,0.126,120,-2.20322,0.40824,2.15412,0.38049,-0.00599,0.03053,1.62794,0.08735,350,70,0.6416666666666667,0.73969,0.22771,1.47277,2.35497,0.22857,0.08069,0.5083333333333333,197.0,1.688087058808669,0.2353791986688684,10.838161561666476,2.5126088709866363,9.706091460602604,5.1043090674570655,0.5497233820482945,0.37568552053804727,120,0.050919627346182286,0.06335774764483666
COIN-Gaia_30,21.0314,70.5697,0.712,0.004,8.254,0.095,-0.072,0.076,1.683,0.168,113,-1.95107,0.23634,2.03359,0.2098,-0.09577,0.01978,1.44474,0.03929,211,42,0.7256637168141593,0.65177,0.20891,1.39134,2.93855,0.11335,0.83723,0.5486725663716814,195.0,2.035185150347952,0.2173193824477915,18.33354425579659,3.4572423743758245,9.789343521316544,2.827240423010549,0.4675220252552066,0.2859193714441157,113,0.08654259449007078,0.09126119812567364
COIN-Gaia_32,28.2086,63.0391,1.209,0.018,8.211,0.181,-0.121,0.104,1.674,0.08,33,-1.55519,0.50854,1.77451,0.51736,-0.05117,0.05595,1.19559,0.10995,114,22,0.6666666666666666,0.73023,0.20891,1.52712,3.21656,0.61905,0.00289,0.6060606060606061,55.0,2.161973786352317,0.5028527251713997,10.856419718074644,3.929827999504612,14.973156878267522,8.265486631099819,0.6070643207775784,0.3899970694658297,33,0.08206099398622183,0.08081718653794895
COIN-Gaia_34,31.2625,61.7738,0.969,0.059,7.877,0.618,0.029,0.118,1.938,0.207,28,-2.30543,0.54962,2.02636,0.5213,-0.08499,0.039,0.96022,0.09448,79,15,0.7142857142857143,0.65369,0.19916,0.98994,1.78406,0.3,0.60742,0.5714285714285714,48.0,3.572790891692521,0.7003258435810868,25.29300827627052,7.81482338545471,2.9785130954173726,4.337174948766016,0.5747766603221549,0.35221178606156917,28,0.09019025181982594,0.08063231125847156
COIN-Gaia_35,33.4909,60.0375,2.423,0.08,7.745,0.513,-0.099,0.046,2.826,0.073,87,-1.63054,0.29214,2.34701,0.42349,0.04082,0.0316,1.53065,0.09137,454,90,0.7701149425287356,0.77883,0.21194,,,,,0.6436781609195402,154.0,2.2028648855641886,0.5782622840656236,11.752041082092529,4.7718080663201805,4.730278369410033,5.908426996204477,0.5233474117918058,0.35276859627457635,87,0.08323635645485611,0.09885401383298621
COIN-Gaia_37,44.9544,58.4316,0.966,0.012,8.037,0.062,0.046,0.064,1.962,0.053,54,-1.9023,0.45844,2.0016,0.51093,-0.0096,0.04066,1.38256,0.11449,150,30,0.7037037037037037,0.7761,0.21794,0.88354,5.24077,0.27778,0.29844,0.5740740740740741,92.0,10.07535916499469,0.8953064597046447,136.54426308705573,22.75280725296428,0.7974923799172527,0.1749893810299233,0.552677420948237,0.3224384077692682,54,0.0751792628101212,0.08767473462441844
COIN-Gaia_7,33.7099,58.4479,1.349,0.033,8.031,0.069,0.002,0.067,1.718,0.126,116,-2.72218,0.60229,1.47558,0.30088,-0.00711,0.03571,1.49536,0.11302,254,50,0.5086206896551724,0.64622,0.25338,1.25411,4.50555,0.34286,0.00151,0.3362068965517241,175.0,3.578834285991,0.5255036753717933,35.85949205047042,8.65096452036443,2.994993378126105,0.8651438643179794,0.502188189926016,0.3259944029835459,116,0.04641693393708338,0.052612010990986606
COIN-Gaia_9,47.7383,47.9713,0.848,0.007,8.274,0.195,0.0,0.042,1.222,0.053,77,-1.93901,0.58437,1.59467,0.43241,-0.10021,0.04819,1.19716,0.08212,162,32,0.4675324675324675,0.6325,0.25042,0.69086,5.37712,0.15306,0.74232,0.3766233766233766,113.0,3.960696251286601,0.5849136667579478,37.62997459064306,9.126753964351918,4.994201663028944,2.5486584422602454,0.531461614641749,0.2837036468477376,77,0.05869351483967639,0.05865485394037737
Collinder_115,101.6642,1.7718,1.852,0.06,8.149,0.109,-0.088,0.055,1.153,0.056,406,-2.23975,0.34257,2.20562,0.22917,-0.04953,0.02197,1.87564,0.06413,824,164,0.5935960591133005,0.63038,0.23341,1.28582,4.14297,0.19331,0.00092,0.3891625615763547,647.0,3.037279463646657,0.299370652945138,44.00549600966825,7.842639590860843,3.2025290616250377,0.9858072097366328,0.4897764996124955,0.32037731148826254,406,0.03915254339081137,0.05610542549124828
Collinder_140,110.9439,-31.9954,0.378,0.01,7.62,0.042,-0.005,0.028,0.194,0.055,276,-1.32664,0.33027,0.48668,0.46019,-0.2,0.1112,1.50958,0.08434,308,61,0.3369565217391304,0.61132,0.24373,1.22836,5.84487,0.24174,0.01011,0.2101449275362318,369.0,3.884731833882899,0.5038002489704115,66.05500631519732,14.418828055736304,0.6310943056778213,0.150672972094065,0.5528684868356103,0.42669735539603343,276,0.06709514943255492,0.08095597538973479
Collinder_185,125.8276,-36.3682,1.442,0.026,8.036,0.061,-0.031,0.052,0.757,0.056,93,-1.43598,0.38747,1.97545,0.35947,-0.07258,0.0418,1.42021,0.09156,245,49,0.5161290322580645,0.54307,0.25624,1.4559,3.25442,0.28711,0.03384,0.3010752688172043,141.0,2.667587776747127,0.4538591154317247,19.945677352850616,5.467114123847759,5.446922681027895,1.6776104645308227,0.46966673435750705,0.2654941791766276,93,0.053195891942885334,0.05334022239776877
Collinder_205,135.0655,-48.9915,1.65,0.057,6.788,0.05,0.024,0.07,2.561,0.094,87,-1.23692,0.19322,1.55575,0.27767,0.08904,0.04414,1.62848,0.08378,355,71,0.7241379310344828,0.74714,0.25106,,,0.33254,0.18853,0.5517241379310345,150.0,1.3826632962367988,0.2130925470583321,6.4784787889984,1.631784992186346,0.947385991611288,0.2623714854907764,0.53198839245084,0.37801292426876126,87,0.07078360390437965,0.07221915311047772
