Cluster,RA_ICRS,DE_ICRS,dist,e_dist,age,e_age,FeH,e_FeH,Av,e_Av,Nc,alpha_high_int,alpha_high_er_int,alpha_low_int,alpha_low_er_int,Mc_int,Mc_er_int,offset_int,offset_er_int,mass_total,e_mass_total,bin_frac,average_ratio,str_average_ratio,segr_ratio,segr_ratio_std,mass_seg,mass_seg_pval,n_members,rh,e_rh,t_relax,e_t_relax,bin_frac_05,bin_frac_corr,bin_frac_05_corr,er_bin_frac,er_bin_frac_05,tau,e_tau
Czernik_6,30.5501,62.8375,2.43,0.242,7.363,0.514,-0.099,0.129,1.576,0.105,70,-1.55765,0.29874,1.53927,0.25104,0.02007,0.04185,1.38759,0.10855,238,47,0.5849056603773585,0.61895,0.26886,1.88243,1.67064,0.4213,0.01702,118.0,1.5766075247682412,0.36445293204397433,8.050605064479637,2.902474550510046,0.5283018867924528,0.469835701492081,0.40303899976079843,0.22841381594945218,0.2086340078315516,2.8653090919808664,3.545026887771131
Czernik_8,38.241,58.7627,2.534,0.143,7.732,0.185,-0.112,0.067,2.993,0.073,99,-1.82194,0.41084,1.55295,0.27516,0.1373,0.03967,1.73486,0.14091,438,87,0.6351351351351351,0.69195,0.24861,,,0.63265,0.74747,171.0,0.972970038537135,0.13509939738269486,3.8031978247228073,0.8775714676291259,0.6216216216216216,0.4881896800804193,0.45593989302786764,0.19276543066112992,0.17962780152066202,14.18571022017372,6.872402438455697
Czernik_9,38.3989,59.8769,2.512,0.124,8.54,0.313,-0.146,0.056,3.278,0.087,97,-2.43524,1.00874,1.42954,0.23688,0.19329,0.04115,1.99532,0.31063,489,97,0.6329113924050633,0.6977,0.25705,,,,,165.0,1.1728368675489063,0.17401966450762982,4.635679354439191,1.1295385494148846,0.6075949367088608,0.4187164128129113,0.36962328707690795,0.14575905691451235,0.15119973506692844,74.79741887680193,56.90470382739932
DBSB_7,113.8386,-18.696,2.153,0.1,7.387,0.032,-0.098,0.055,2.063,0.103,347,-2.09241,0.30934,1.84837,0.27873,-0.00889,0.02814,1.78956,0.06819,1235,247,0.44518272425249167,0.79033,0.26971,1.00811,3.405,0.09596,0.39294,527.0,5.297632084663009,0.2844269896941628,70.02899452088009,8.991503376814729,0.4318936877076412,0.27831577192964524,0.2453344012768242,0.06859343781889904,0.06686691911632876,0.3481144967234799,0.05153376145546708
Dias_5,274.3605,-19.6916,1.264,0.018,6.715,0.153,0.064,0.056,1.537,0.528,281,-1.43317,0.17433,2.3551,0.28281,-0.19017,0.02387,1.55775,0.04816,517,103,0.4541832669322709,0.74047,0.22451,0.91084,1.47131,0.08886,0.65496,425.0,2.1129935982303314,0.19743260354704575,22.90807809396375,3.939024391204624,0.4541832669322709,0.3391133080469934,0.3289203799006165,0.09337511587357777,0.08589212744679185,0.2264703467488458,0.08878060497774876
Dolidze_3,303.8127,36.8421,1.894,0.037,6.999,0.072,0.009,0.091,2.266,0.032,122,-1.33391,0.27819,1.52994,0.26532,0.10391,0.04464,1.76662,0.12243,436,87,0.6274509803921569,0.63583,0.21309,1.45225,1.75962,0.49643,0.01336,206.0,3.388488054782577,0.3133540817633306,28.585376397848055,4.88431885032929,0.5980392156862745,0.4605840280693104,0.4114799292554575,0.1640182287411115,0.14797757574124074,0.34902463761074026,0.08309486230539638
Dolidze_5,304.9978,39.3172,1.984,0.079,7.348,0.255,0.074,0.074,2.669,0.047,266,-1.54141,0.24105,2.38025,0.36508,0.02914,0.03421,1.87979,0.07062,964,192,0.4978165938864629,0.74072,0.24183,1.16912,3.24589,0.28664,0.03825,417.0,2.737179610946674,0.30088679474619806,24.359037195043612,4.692229218410313,0.49344978165938863,0.3508711388317471,0.32776805306563467,0.08583420290746352,0.07345401577093481,0.9148289119258489,0.5653179448868525
ESO_130_06,181.9909,-59.297,0.795,0.002,8.237,0.181,0.014,0.074,0.514,0.087,81,-1.94621,0.58046,1.49638,0.40337,-0.01892,0.05219,1.44945,0.13717,164,32,0.3611111111111111,0.64105,0.2791,1.10494,1.40684,0.21481,0.25934,116.0,1.2034341480445396,0.13138210414999346,6.386303649290077,1.2173432170251355,0.3194444444444444,0.314162650902208,0.2713716395001905,0.17770653472186446,0.15882184493751256,27.02405001024425,12.384878693596473
ESO_130_08,182.6186,-59.4691,1.295,0.008,8.179,0.141,-0.018,0.031,1.24,0.044,168,-1.30318,0.31785,1.46642,0.19077,-0.00552,0.03936,1.69659,0.0895,460,92,0.5116279069767442,0.54992,0.22884,1.10222,1.63486,0.19507,0.08645,273.0,1.9669790439094637,0.16953178428919868,15.332808670154678,2.50606722299089,0.4806201550387597,0.42515147809703996,0.38641477129366436,0.15835324026167638,0.13900902080573216,9.84868582560168,3.5798479478785783
ESO_130_13,185.7908,-59.6487,2.202,0.058,7.722,0.139,0.068,0.067,1.619,0.018,216,-1.98715,0.37938,1.33898,0.18148,0.07744,0.03642,1.91926,0.12711,607,121,0.4601226993865031,0.52425,0.28076,1.69999,4.68212,0.37805,1e-05,344.0,2.5848201207346686,0.37969590355231403,24.147172591754142,5.839658523427814,0.43558282208588955,0.3450527405012256,0.31031993505423516,0.11359474686506363,0.0956156758613972,2.183402050154988,0.875875432809989
ESO_166_04,137.607,-53.8888,1.074,0.016,8.275,0.115,-0.12,0.076,0.69,0.074,39,-1.64616,0.5285,1.70374,0.42338,-0.02492,0.05288,1.29264,0.13047,107,21,0.65625,0.55333,0.21401,1.46767,0.67803,0.36413,0.1239,67.0,0.9745672590812579,0.20039141307481406,3.8834833357943017,1.2569508899736084,0.53125,0.6093015397910969,0.4831771950557461,0.08396166117267452,0.08821554523934542,48.5041115569647,20.28360393023939
ESO_332_13,254.1632,-40.5917,1.562,0.046,6.796,0.059,0.152,0.071,1.42,0.042,160,-1.22779,0.21877,1.24539,0.45857,-0.14093,0.08428,1.44668,0.08196,549,109,0.47368421052631576,0.70142,0.23828,0.96755,0.79793,0.13021,0.50552,250.0,1.5313606712962957,0.11160142661126454,8.99767042387077,1.328635979603181,0.45864661654135336,0.3872077816466115,0.364441232796258,0.14733803943707652,0.13304756181600147,0.6948161727696832,0.13941533628794864
ESO_368_11,116.0959,-34.6417,1.991,0.056,8.683,0.276,-0.006,0.029,1.769,0.111,160,-1.96844,0.51026,2.12024,0.26716,-0.02184,0.03069,1.5921,0.09621,511,102,0.47368421052631576,0.67718,0.27132,0.9299,2.35864,0.25319,0.01238,250.0,1.9517251260076163,0.15414069386461982,13.418919553966267,2.0786268636608773,0.42857142857142855,0.3586142516410383,0.30330854153977416,0.11888456340672683,0.10116561123285839,35.91554414548051,23.493055486442966
FSR_0198,300.6033,35.6734,1.843,0.08,6.86,0.085,0.103,0.135,2.901,0.172,128,-1.41165,0.1824,1.99648,0.33378,0.07327,0.03089,1.69422,0.08117,545,109,0.6491228070175439,0.80003,0.1981,,,0.24883,0.39474,216.0,3.0748954667438677,0.5652049346261558,22.928226201815168,6.724697498941328,0.6491228070175439,0.5021773519628281,0.4834410784237899,0.14578203378970242,0.15699190917880798,0.31595813548700896,0.11140705111603245
FSR_0224,306.3524,40.2246,1.653,0.037,6.722,0.049,0.04,0.091,3.284,0.069,30,-1.08675,0.24627,1.20228,0.27001,0.06539,0.06941,1.13937,0.13193,177,35,0.7083333333333334,0.71016,0.27316,,,0.58621,0.86667,53.0,0.5617071733481942,0.1296267501354014,1.1253579574177468,0.40513121506733907,0.7083333333333334,0.4941383537411813,0.47036168370138054,0.29813754438240475,0.29813754438240475,4.684996964277999,1.7675007840774624
FSR_0236,308.1679,41.4424,1.551,0.052,6.904,0.081,0.134,0.072,3.813,0.154,100,-1.17009,0.20107,1.94205,0.41085,0.15447,0.04338,1.72547,0.111,659,131,0.7701149425287356,0.75756,0.20888,,,,,180.0,1.4631758410250175,0.16793758669658826,5.946684938415531,1.182171296920427,0.7586206896551724,0.49684197322678725,0.4672292933355281,0.15399818931018996,0.16382037864565602,1.3481091930881455,0.36748084198384817
FSR_0241,300.7576,46.1812,2.06,0.071,9.08,0.022,-0.031,0.035,1.32,0.05,172,-2.02902,0.77958,1.73905,0.2608,0.01953,0.03531,1.73279,0.11312,551,110,0.49640287769784175,0.65219,0.25702,1.33917,3.83792,0.34093,9e-05,274.0,4.33184976090758,0.46417019024493233,45.91821680368631,8.687849302978984,0.4748201438848921,0.4099264488181375,0.3806147601397967,0.1426452421294198,0.1334812835823721,26.182733527250022,5.128325982452546
FSR_0278,307.7683,51.025,1.665,0.024,9.403,0.034,-0.017,0.029,0.857,0.073,95,-0.78343,0.53108,2.16214,0.22603,-0.00783,0.02772,1.56304,0.05183,542,108,0.7468354430379747,0.67217,0.21455,0.97345,2.46408,0.19243,0.396,170.0,2.49070705773912,0.2654167079001542,13.940461978380833,2.6257148508251196,0.6962025316455697,0.6998869828290716,0.6481297267013157,0.3517990726874995,0.32885794835125703,181.4357372351531,37.00821900275794
FSR_0342,331.9426,53.1119,2.468,0.142,8.981,0.062,-0.074,0.06,1.666,0.083,416,-1.21033,0.59476,1.85665,0.22561,0.08372,0.03528,2.03762,0.12363,1503,300,0.5165745856353591,0.79608,0.27633,1.56229,4.32444,0.22447,0.00188,657.0,4.168880717528797,0.2417489075564586,53.05874355869222,7.024270124848561,0.5082872928176796,0.4015046267500816,0.3830244057860252,0.08019587546430762,0.07905191400345253,18.040270219290445,3.512377395428486
FSR_0357,337.7288,53.956,4.15,0.174,7.43,0.265,-0.14,0.039,1.752,0.051,88,-1.59037,0.40454,1.23005,0.21753,0.17506,0.05255,1.72858,0.17639,375,75,0.4925373134328358,0.62807,0.29898,,,0.68966,0.63636,142.0,1.526974587402704,0.24495802723721297,7.019312894490952,1.8291090079686219,0.47761194029850745,0.3774673545475583,0.35234905326685306,0.18052259022572112,0.1683171339689923,3.834470473654682,2.5441616319115585
FSR_0384,342.9144,56.1091,1.847,0.024,8.52,0.116,0.002,0.023,1.272,0.054,51,-1.36261,0.94472,1.69569,0.32067,0.08743,0.08052,1.30095,0.25859,136,27,0.18181818181818182,0.48272,0.27205,1.46532,1.13511,0.34545,0.19762,66.0,0.9303573583673381,0.14425881891363254,3.1795127356197597,0.8040446150708359,0.1590909090909091,0.09534175293847758,0.06488552534581374,0.10283143990924744,0.08696917686970734,104.14524143053818,38.30678533957136
FSR_0385,340.6139,58.9421,2.004,0.091,8.789,0.059,-0.028,0.083,2.603,0.035,90,-1.20071,0.76163,1.48408,0.26442,0.12707,0.05489,1.61754,0.2035,304,60,0.7066666666666667,0.75824,0.26616,1.49759,0.98551,0.35456,0.30897,158.0,1.3989889980919397,0.19193511853768222,7.411161324390101,1.6914583882320526,0.6933333333333334,0.5597212116119509,0.5276516047395794,0.21657989264079044,0.1975372687949364,83.0068117240038,22.046927491834644
FSR_0398,339.0814,64.1576,0.913,0.014,7.244,0.082,-0.048,0.127,2.071,0.035,76,-1.65611,0.3067,1.70634,0.2922,-0.02803,0.03636,1.34977,0.06934,155,31,0.6551724137931034,0.59521,0.21782,1.32936,1.25685,0.15797,0.68806,132.0,1.0207241690054616,0.14080496509017934,5.6489494824246895,1.298221054267111,0.6379310344827587,0.488305461470257,0.4513717480519417,0.22038583091850059,0.19572806149330468,3.104790558489727,0.9234626633196672
FSR_0430,348.8145,64.1587,2.46,0.144,8.243,0.215,-0.077,0.047,3.027,0.056,104,-1.03539,0.31652,1.84488,0.2674,0.06974,0.04139,1.57802,0.0978,467,93,0.5975609756097561,0.61875,0.24937,,,0.5098,0.49515,175.0,1.8399744130471416,0.203405454810542,9.749174481788367,1.885689352891011,0.573170731707317,0.383365996017604,0.3351990820753642,0.15891531834592104,0.14468159239561706,17.948665211535637,9.539706209923288
FSR_0441,355.5397,58.5457,3.093,0.15,7.779,0.367,-0.094,0.069,2.397,0.059,79,-1.6195,0.48664,1.47093,0.24598,0.10059,0.05417,1.57939,0.18777,379,75,0.6166666666666667,0.63339,0.2557,,,,,135.0,1.8903585115190087,0.20625093341547396,9.259207676525108,1.770777998518081,0.5833333333333334,0.44979971434382027,0.3967740469025164,0.18978046698263798,0.1847433905999627,6.492712535300781,5.625410083655081
FSR_0448,356.8175,60.8949,2.687,0.122,8.869,0.269,-0.071,0.041,3.102,0.101,99,-2.36073,1.33804,1.53058,0.19385,0.19616,0.03251,1.95978,0.34767,519,103,0.6,0.70723,0.27742,,,,,168.0,2.438006811481591,0.5238539730309607,13.672302650633759,4.610764812120391,0.6,0.3858050204078479,0.36202835036804715,0.14018045512838084,0.16032454584373534,54.09515090158966,38.150598759576184
FSR_0496,6.6533,64.02,1.377,0.043,8.868,0.082,0.02,0.101,3.066,0.087,201,-3.0,1.06652,1.90626,0.20986,0.17481,0.02759,2.2887,0.29793,661,132,0.5988700564971752,0.80423,0.25466,1.33217,1.28736,0.23,0.16887,331.0,1.984841916872757,0.09333897500651113,15.100234839455187,1.8460304073170537,0.5932203389830508,0.3846750769050231,0.355248689351098,0.08773036460033024,0.07887397486073357,48.86706981543374,10.991882137792947
FSR_0498,7.2986,62.3747,2.459,0.08,7.562,0.138,-0.034,0.038,1.448,0.047,122,-1.81352,0.35095,1.47885,0.23243,0.10354,0.03646,1.78012,0.10712,329,65,0.5212765957446809,0.57219,0.27034,1.37398,4.97774,0.32815,0.03596,199.0,5.103368862928435,0.7940628084409729,59.2199882878841,15.00860975797912,0.46808510638297873,0.43480016686497663,0.3738797226378834,0.17879169092123712,0.16212239315424168,0.6159304611011439,0.25034394175876357
FSR_0537,19.6921,60.3499,2.838,0.067,7.661,0.057,-0.118,0.022,1.754,0.039,97,-1.83474,0.70942,1.0979,0.27527,0.05088,0.07165,1.53901,0.21421,335,67,0.48,0.54978,0.27049,1.63911,1.99387,0.47166,0.00121,155.0,2.027183576624071,0.2848779830720833,12.136850385646747,2.831656705773529,0.4266666666666667,0.3649300411147225,0.3014037796350123,0.16787339991791433,0.14902378075203176,3.7748004808260607,1.0104890319144106
FSR_0551,24.9613,64.8685,0.892,0.014,7.035,0.019,-0.061,0.017,1.688,0.056,59,-1.72352,0.24965,1.37848,0.40408,-0.15762,0.04309,1.13298,0.04904,95,19,0.5957446808510638,0.68754,0.22418,1.13661,1.12683,0.35465,0.08022,99.0,1.2163150368736557,0.30843992406752957,7.58994424634692,2.9851519561424804,0.5957446808510638,0.4806747219657863,0.4704817938194094,0.24881716462227857,0.24881716462227857,1.428109191372392,0.5651446191169479
FSR_0553,25.2335,64.5207,2.35,0.185,8.885,0.299,-0.063,0.104,2.014,0.072,53,-3.0,1.4327,1.25093,0.26789,0.13724,0.04283,1.63742,0.32342,122,24,0.4782608695652174,0.78857,0.33926,0.88246,1.67858,0.31667,0.64863,82.0,1.4964606322794638,0.2639157971747958,7.979190407227916,2.2520016451409495,0.4782608695652174,0.311393917242371,0.2917015831344004,0.18064807308373995,0.1734883739963368,96.17034438314786,71.55818277946713
FSR_0591,36.9321,58.7651,2.354,0.125,7.239,0.093,-0.115,0.059,2.201,0.079,98,-1.88595,0.40093,2.0588,0.36533,0.01017,0.03851,1.51586,0.11991,403,80,0.47619047619047616,0.77217,0.27941,0.89155,1.20279,0.15091,0.87398,152.0,2.215217670749783,0.2351263078246646,12.454729661305025,2.3367198617404408,0.47619047619047616,0.30932352386762973,0.2896311897596592,0.13814961006396279,0.12392964694216815,1.39208481027156,0.3963319019700673
FSR_0667,61.7687,51.142,1.097,0.015,8.615,0.087,-0.111,0.065,1.685,0.086,42,-0.6197,0.74447,1.17645,0.3556,-0.033,0.16189,1.16787,0.20444,115,23,0.5,0.62505,0.25504,1.64341,1.31166,0.22824,0.575,66.0,0.7964947762838904,0.23601001306660224,2.738929195512243,1.2477925887758985,0.4722222222222222,0.3849300411147225,0.3469593351905678,0.22720518137675566,0.21627404102114503,150.45935461659812,74.87984097239085
FSR_0716,77.7914,45.7123,3.361,0.159,9.087,0.036,-0.262,0.023,1.154,0.071,188,-2.92763,0.91968,1.6381,0.20103,0.0504,0.02515,1.84867,0.12898,513,102,0.6319444444444444,0.67213,0.2665,1.27317,3.56727,0.20208,0.0601,323.0,3.027948370532014,0.27566542946797407,31.674831142271906,5.350342469054365,0.6319444444444444,0.5454680155647402,0.5377390606993491,0.17798024651590644,0.17319839924586158,38.573202006254995,7.257854507003462
FSR_0728,67.4678,38.4894,1.535,0.033,8.059,0.189,-0.04,0.033,2.137,0.099,99,-2.25753,0.43445,2.03392,0.33473,-0.03289,0.03221,1.48229,0.07915,321,64,0.5609756097560976,0.69727,0.24114,1.47031,1.45195,0.3208,0.01017,162.0,1.5452373778114474,0.17912033954431622,8.53274942090457,1.7101903075464553,0.5487804878048781,0.3941086574332512,0.3622212013740611,0.15927658344649154,0.13954906239848736,13.424898411280148,6.4321928977561535
FSR_0735,73.4817,40.8621,2.568,0.109,8.67,0.45,-0.175,0.034,1.638,0.133,114,-2.1105,0.76199,1.7199,0.22913,0.06091,0.03873,1.6461,0.16924,392,78,0.47191011235955055,0.57728,0.25033,1.27406,2.71616,0.26564,0.08884,181.0,2.5189416454861346,0.3384782324573154,17.490443046205836,3.931444206015106,0.43820224719101125,0.35684015347427306,0.31293936015935686,0.1469184109546935,0.14049906015971508,26.742326655279488,28.353915963955558
FSR_0761,83.3415,39.8403,2.442,0.122,8.746,0.155,-0.119,0.119,1.42,0.247,57,-1.9149,0.82082,1.67389,0.23007,0.09812,0.04355,1.52319,0.21557,188,37,0.4583333333333333,0.57379,0.25766,1.09026,0.73306,0.33333,0.30085,88.0,1.4041450769254737,0.18227609225525046,6.145395265391721,1.3407528861141107,0.3958333333333333,0.37185690445362907,0.30162794958823796,0.20667337718720077,0.18161342595543017,90.66719468310949,37.92632738347442
FSR_0771,75.9422,32.1766,1.462,0.044,8.498,0.023,0.016,0.067,2.179,0.072,77,-2.11815,0.71021,1.39629,0.30119,0.04533,0.04749,1.5888,0.15047,222,44,0.576271186440678,0.62683,0.27601,1.51477,3.75953,0.45701,0.00081,129.0,3.4519538931656957,0.4939886148876862,28.855736663908754,6.822283898501448,0.5423728813559322,0.40940423411783156,0.3558135949251152,0.19672602932043656,0.17381070562376544,10.90857028106425,2.642995352060918
FSR_0811,94.0975,36.3778,2.47,0.069,8.89,0.068,-0.131,0.031,0.904,0.119,75,-1.64637,0.91128,1.67994,0.49594,-0.01068,0.0636,1.45016,0.14485,239,47,0.4576271186440678,0.58603,0.25779,1.27344,2.23385,0.26393,0.12758,118.0,2.101546419916054,0.410725042942828,12.363491616602426,3.8229059824126272,0.423728813559322,0.4106786584351647,0.3756560086150681,0.2378005434738853,0.22139043756097657,62.78542831592188,21.760956453679345
FSR_0850,86.278,24.7534,1.889,0.101,8.576,0.217,-0.099,0.041,1.714,0.105,248,-2.42774,0.45782,1.87099,0.20117,0.01921,0.02379,1.86607,0.08834,513,102,0.5410628019323671,0.70799,0.27758,1.23156,4.57007,0.28456,0.00012,401.0,3.1455322882879893,0.36915813228039646,39.86282515163403,8.059116413353435,0.5217391304347826,0.4259928430470896,0.3964762434031282,0.10909314653417974,0.11359465261566624,9.450002541239044,5.093667841683153
FSR_0883,91.0909,22.0362,2.446,0.084,8.283,0.32,-0.111,0.059,2.123,0.141,98,-2.68048,0.66703,1.60713,0.32994,0.17725,0.03497,2.07624,0.20757,301,60,0.6219512195121951,0.66791,0.23228,0.73563,0.9927,0.22093,0.60129,165.0,2.1318722839307807,0.17025069547291755,14.480045666155556,2.25643550593826,0.5975609756097561,0.4550842671893487,0.4110016891789391,0.17423929967772178,0.14980681005334306,13.250432939965254,9.979234989250102
FSR_0893,93.4762,21.6108,1.957,0.105,8.588,0.07,-0.125,0.047,2.918,0.106,271,-2.12221,0.44328,2.09338,0.27095,0.03695,0.02584,1.91637,0.09334,973,194,0.5894308943089431,0.82074,0.24038,1.88468,4.49892,0.2565,0.01499,441.0,4.007349063542536,0.2572837415502153,44.9315900637021,6.228007929065963,0.5772357723577236,0.44248543925422734,0.41155404376396965,0.09722306787850521,0.09710816805950677,8.618827964302598,1.8322314919489011
FSR_0904,91.7729,19.0259,2.045,0.042,7.176,0.03,-0.096,0.034,2.197,0.035,248,-2.02603,0.32606,2.28672,0.29464,0.04064,0.02619,1.83656,0.10204,900,180,0.4063926940639269,0.64531,0.2391,0.93827,3.2718,0.19355,0.23806,366.0,3.6657777320012706,0.30088565895696356,35.19108073570548,5.581797484149601,0.3881278538812785,0.2395257417410805,0.20156856745046153,0.07160443798139614,0.06999495590164374,0.42615481086398344,0.073726141929689
FSR_0905,98.4287,22.325,1.41,0.041,8.778,0.06,-0.086,0.056,0.526,0.071,67,-1.67481,0.68116,1.8386,0.31266,-0.0035,0.04546,1.39808,0.13642,145,29,0.45901639344262296,0.68122,0.25258,1.08778,1.1351,0.21852,0.35655,101.0,1.5210521124754628,0.21391368501937133,8.71755833572447,2.0351564064500622,0.4098360655737705,0.4120679332337199,0.3617632606295166,0.2381834442745195,0.21434957418152742,68.80264555243318,18.664169038156178
FSR_0935,98.7758,17.7388,2.262,0.107,8.796,0.082,-0.117,0.045,1.335,0.098,92,-1.25124,0.72744,2.02803,0.51625,-0.01098,0.05489,1.43029,0.14091,317,63,0.5176470588235295,0.75201,0.20932,1.41769,1.85944,0.33958,0.01194,143.0,1.845241537498494,0.2206348331423894,10.195454849912126,2.0904966015727533,0.49411764705882355,0.4311706299438252,0.3999122633137282,0.18658183558929461,0.17110732495651873,61.318764290449806,17.09157471304565
FSR_0948,96.4792,15.8653,3.63,0.146,8.651,0.102,-0.205,0.072,1.735,0.157,94,-1.65515,0.90282,1.2511,0.25856,0.15416,0.05679,1.70082,0.25235,351,70,0.4666666666666667,0.57647,0.27194,,,0.52778,0.16278,148.0,2.0018582979252635,0.24869697733281942,11.235841550545361,2.374706993187532,0.44,0.3515967077813892,0.3147371129683456,0.16373889331855515,0.1530831373252238,39.84688660500302,12.589990500421816
FSR_0951,95.5963,14.6281,1.585,0.04,8.792,0.262,-0.11,0.025,1.21,0.091,366,-1.73831,0.33561,2.31182,0.33583,-0.1086,0.02931,1.67567,0.04984,916,183,0.375,0.63239,0.25016,1.21761,5.59744,0.3755,0.0,532.0,4.839922310146171,0.32628881948045446,71.55398169528894,10.170808886297982,0.35625,0.28852357112029575,0.26204461625490466,0.07663621451376627,0.06817598407568093,8.656975620373684,5.365563695658675
FSR_0968,92.8451,11.8534,2.245,0.049,7.653,0.122,-0.157,0.042,1.543,0.038,62,-2.0397,0.44724,1.34668,0.23776,0.13589,0.04079,1.65131,0.15475,214,42,0.4897959183673469,0.5416,0.21212,1.03154,1.16336,0.28241,0.54249,99.0,2.180593846858509,0.2059309057481506,12.139102020400772,2.0918869185019426,0.42857142857142855,0.37472595948206944,0.30330854153977416,0.20852798976463208,0.17478248634906382,3.7052152139210546,1.2210908517860508
FSR_0974,98.1553,12.5637,2.612,0.245,7.334,0.559,-0.175,0.033,1.828,0.172,185,-1.80661,0.41087,2.14542,0.34057,-0.01698,0.03686,1.64905,0.10544,630,126,0.44370860927152317,0.6765,0.27989,1.30325,3.18715,0.32333,0.00029,286.0,2.6636360852115537,0.3175662878922413,21.41720707706193,4.388264918673094,0.4370860927152318,0.3286386503862457,0.3118232056835774,0.11807473483330896,0.10907903452957594,1.0074816951569903,1.3131023879796688
FSR_0977,97.9736,11.8609,1.781,0.117,8.93,0.198,-0.147,0.06,1.595,0.198,31,-2.45522,1.78109,1.49035,0.59641,-0.00438,0.08191,1.18838,0.27627,200,40,0.7777777777777778,0.72033,0.23861,1.46422,0.66326,0.49561,0.03516,56.0,0.6857523699428791,0.16763052531694086,1.4821783423015789,0.5633212223635929,0.7777777777777778,0.6627078188925003,0.6525148907461233,0.37153200547573456,0.37153200547573456,574.2480603789545,340.84587154015463
FSR_0985,92.9451,7.008,1.95,0.028,8.592,0.254,-0.122,0.019,1.461,0.08,76,-2.75476,1.09972,1.31026,0.27096,0.00727,0.04961,1.36749,0.1859,245,49,0.5932203389830508,0.5799,0.23082,1.87721,2.35885,0.29821,0.0582,128.0,1.0209616399391448,0.18026059428570024,4.392587396130417,1.243497346971262,0.576271186440678,0.5067439101033466,0.48206580269558263,0.24575528225800425,0.2393174602608398,88.97737496053188,57.814563644626205
FSR_1085,103.2938,-0.1889,1.526,0.025,8.183,0.138,-0.147,0.031,0.867,0.058,100,-2.63398,0.40072,1.84591,0.23751,-0.05358,0.02366,1.36419,0.06635,208,41,0.43037974683544306,0.56455,0.22706,1.3305,1.11443,0.32745,0.00887,155.0,1.143996142435256,0.15678138720323792,6.529710933479786,1.4886155512918477,0.4050632911392405,0.38343128662653997,0.3569904861949866,0.20834715854221708,0.19685899760711745,23.340279061711833,9.127877844153407
FSR_1144,104.3029,-6.6376,1.786,0.033,8.255,0.182,-0.095,0.027,0.88,0.047,124,-2.21965,0.38585,2.22345,0.26463,-0.0807,0.02602,1.40269,0.07272,308,61,0.42718446601941745,0.5508,0.24185,1.30426,2.10964,0.31731,0.00334,189.0,1.7506807301549763,0.2201053989553576,11.818725378697334,2.517464316077214,0.3883495145631068,0.38023600581051437,0.34027670961885287,0.18705096846317365,0.17105121509162788,15.220515389681248,7.155128598478479
FSR_1150,106.1459,-6.6248,3.091,0.159,8.798,0.107,-0.114,0.08,1.627,0.063,95,-2.52149,1.11899,1.23993,0.23001,0.14049,0.04279,1.82784,0.26598,368,73,0.6428571428571429,0.64109,0.28352,1.87895,1.24133,0.33544,0.07323,165.0,1.8690715632868444,0.22076857867898497,10.750443717522165,2.182859616704243,0.6285714285714286,0.5277871839718654,0.5033085415397742,0.2187675140843789,0.21437194129089746,58.42162196427713,18.65197131749821
FSR_1163,104.7915,-9.0507,2.263,0.088,8.991,0.049,-0.115,0.029,1.617,0.091,146,-1.51909,0.80415,1.69361,0.29505,-0.03586,0.05512,1.47174,0.13115,613,122,0.425,0.72327,0.28102,1.23417,4.67774,0.40939,1e-05,223.0,4.65382919793266,0.4263413911907349,41.26334491604506,7.000871634912291,0.4166666666666667,0.3099300411147225,0.2914037796350123,0.12195760619302647,0.10728876749049562,23.73753236441644,4.836603791665068
FSR_1180,108.8862,-9.4497,2.552,0.069,8.713,0.236,-0.115,0.016,1.595,0.096,254,-1.7845,0.67707,1.50797,0.20164,0.1375,0.03753,2.03966,0.18319,758,151,0.5467980295566502,0.63418,0.26448,1.03754,2.74672,0.24866,0.03883,416.0,3.7439712250990342,0.14922122617406722,43.86003255684922,5.095169203757965,0.5221674876847291,0.43172807067137275,0.3969046006530747,0.11022952001353502,0.11378322375227375,11.774190285944647,6.542782223907249
FSR_1211,115.3384,-9.607,3.074,0.486,9.105,0.723,0.027,0.188,0.033,0.003,104,-1.96526,1.0109,1.8086,0.39755,-0.00887,0.04536,1.51918,0.12958,381,76,0.7362637362637363,0.66452,0.2331,1.32345,3.56379,0.23203,0.13195,184.0,2.1637227270301107,0.3812276282718687,14.303155406118933,4.040346992833294,0.7032967032967034,0.7182759653357068,0.6843184937612199,0.046193506861003514,0.04788613445291623,89.03651291321734,150.34390670620226
FSR_1252,110.6518,-18.7089,2.884,0.131,8.998,0.034,-0.165,0.056,1.159,0.054,173,-1.90999,0.76382,1.62892,0.24188,0.0531,0.03731,1.75932,0.13183,554,110,0.4125874125874126,0.67458,0.27833,1.14544,2.62875,0.28656,0.00551,262.0,2.7471347499504395,0.20176820465067152,22.326843189229532,3.31112306398157,0.3986013986013986,0.32611098370770836,0.30439601485630324,0.12045301767223447,0.11387857978788786,44.58334789719439,7.476532788218349
FSR_1253,111.5925,-18.4318,3.644,0.179,8.492,0.102,-0.183,0.06,2.192,0.067,207,-1.8802,0.62644,1.63516,0.25979,0.17156,0.03845,2.04315,0.19028,968,193,0.5084745762711864,0.6451,0.26132,,,,,327.0,3.816803934277587,0.3077565069351916,32.95410163036129,5.165131385843505,0.4689265536723164,0.34160762394834,0.2823672672414994,0.09452895699624578,0.08351959114820583,9.420859421238378,2.6600789871820916
